capacity,passes,packet,minimum,maximum,mean,checksum,latency_seconds
1,4,34,0.0002893317713431598,0.9999175457255288,0.499468349813074,130932.63109339846,0.008495600000060222
1,4,35,0.0019582033332165016,0.9994259527562568,0.5001177021904815,131102.85492302157,0.008638100000098348
1,4,36,0.0008066349789149774,0.9998647874167906,0.5000285005414551,131079.4712459392,0.008469399999967209
1,4,37,0.0007862183904112641,0.9997804518265705,0.49926824957497035,130880.17601658103,0.008674200000086785
1,4,38,5.4156355266621325e-05,0.9973351563385293,0.5001195437623049,131103.33768002567,0.008526400000164358
1,4,39,0.0001907394734222967,0.9986859768218841,0.5004248884822893,131183.38196630124,0.008304499999894688
1,4,40,0.00027120331856156366,0.9997283562185454,0.49969205092239605,130991.27299700059,0.008442099999911079
1,4,41,0.0004373186415944641,0.9988346380839374,0.4992476864972062,130874.78552912362,0.008444499999995969
1,4,42,0.0002020253160815999,0.9998105278743888,0.4998842912626021,131041.66764874356,0.008424300000115181
1,4,43,0.0008939162692150893,0.9985230833159523,0.5011511356681176,131373.76330858303,0.008439000000180386
1,4,44,0.0002995220609574023,0.9995922390364563,0.49945688577001096,130929.62586329375,0.008408400000007532
1,4,45,0.00030852747423726345,0.9999747167061872,0.5008100552092389,131284.35111277073,0.010741400000142676
1,4,46,0.0007538141240557295,0.999338138773118,0.500537641095626,131212.9393873718,0.010738999999830412
1,4,47,0.0008326771068395411,0.9993788791253696,0.5003628273290515,131167.11300734687,0.010518600000068545
1,16,0,0.0007566508986641685,0.9998425341863091,0.5000989339493347,131097.9349412144,0.011766400000169597
1,16,1,0.0011657494866106344,0.999756707247357,0.4991746397702313,130855.63676792751,0.020015100000136954
1,16,2,2.9796595638953427e-05,0.9998525984804234,0.5005323892785349,131211.56265503226,0.029739800000015748
1,16,3,0.0009114838368662337,0.9999118696870084,0.5004384018667923,131186.9244189684,0.030005299999857016
1,16,4,3.117621861836728e-05,0.9997688155104851,0.4996980441198193,130992.8440777459,0.03377750000004198
1,16,5,0.0003103574461580383,0.99991969726005,0.49976171882869325,131009.53602062896,0.03474639999990359
1,16,6,0.00017701536346825808,0.9991300960091084,0.4993137122127381,130892.09377429602,0.03614700000002813
1,16,7,6.599003650487045e-05,0.9995160928966768,0.5005779565300951,131223.50783662524,0.03458999999998014
1,16,8,0.000398023133271197,0.9998253959138579,0.499777429163415,131013.65439061426,0.03481089999991127
1,16,9,8.755079492217543e-05,0.9995922729630969,0.500279356842204,131145.23172004274,0.03636810000011792
1,16,10,0.0007550117964409964,0.9996659189668389,0.4993586446726473,130903.87254906645,0.03696119999995062
1,16,11,5.9802087896132505e-06,0.9997980132879609,0.4997866473568832,131016.0708847228,0.036301600000115286
1,16,12,0.00025424645077154473,0.9997668007162192,0.4994095783234681,130917.22450002722,0.034302000000025146
1,16,13,0.0005102255312807724,0.9991496081641147,0.49940758646068045,130916.70234514862,0.03414589999988493
1,16,14,0.0002243813072368983,0.9989427184615743,0.500054151606245,131086.1955186675,0.034639499999912005
1,16,15,0.00020361610441677058,0.9995399191741402,0.5003857944164437,131173.13369150422,0.03343199999994795
1,16,16,0.001242765421564207,0.9990861723717235,0.5004999582093741,131203.06104483816,0.03449850000015431
1,16,17,0.00021801420877520794,0.9994834348453531,0.49968265487779095,130988.80988028363,0.03738929999985885
1,16,18,8.565769149504465e-05,0.9995954518846987,0.5005877317933144,131226.0703632266,0.03926810000007208
1,16,19,0.0006437432225385731,0.9999208928337141,0.499879289309372,131040.35641671601,0.03767459999994571
1,16,20,4.6488651818776816e-05,0.9995390610051176,0.49946907095483944,130932.82013638543,0.033922299999858296
1,16,21,0.00015759709386165,0.9991455392695751,0.5000179243485202,131076.69876041848,0.03112549999991643
1,16,22,0.00010615205273090123,0.9996325338690376,0.5019452038725537,131581.92352396672,0.02940679999983331
1,16,23,0.0010775693984205192,0.9972973737851843,0.49936238851477105,130904.85397481614,0.02982600000018465
1,16,24,0.00017087969164675254,0.9995607110020525,0.49911480378566586,130839.95112358959,0.029923300000064046
1,16,25,0.0008166723342507565,0.9998348342305997,0.4999787505502333,131066.42958424035,0.030036800000061703
1,16,26,0.0008152038585096388,0.9999473441012497,0.4997243370710058,130999.73661714174,0.03259960000013962
1,16,27,0.0007255803793245752,0.9983212846267786,0.5000430811595192,131083.293467481,0.03299280000010185
1,16,28,0.0006939640559268101,0.9995602618908875,0.5004451773144668,131188.7005619236,0.031742099999974016
1,16,29,0.00018995007180022672,0.9998065985046263,0.49962811734846163,130974.51319419513,0.028557999999975436
1,16,30,0.0002974952951080301,0.9994126422251938,0.4996259310962563,130973.94008129701,0.026937500000030923
1,16,31,0.0009765917235995403,0.9981859774492242,0.4999546373081408,131060.10844250527,0.026774199999863413
1,16,32,0.0013625514646848913,0.9988080185005226,0.5000627195815861,131088.4415619953,0.026301999999986947
1,16,33,0.0009439487829167037,0.9999070666533418,0.4999698377582723,131064.09314930454,0.026175499999908425
1,16,34,0.0002893317713431598,0.9999175457255288,0.4995202116516875,130946.22636321996,0.026098199999978533
1,16,35,0.0019582033332165016,0.9994259527562568,0.5001339617579551,131107.11727107738,0.026053700000147728
1,16,36,0.0008066349789149774,0.9998647874167906,0.5000206953427122,131077.42515991995,0.02619460000005347
1,16,37,0.0007862183904112641,0.9997804518265705,0.4992132702273515,130865.76351047884,0.02640719999999419
1,16,38,5.4156355266621325e-05,0.9973351563385293,0.5001073139505375,131100.1317082497,0.02671250000003056
1,16,39,0.0001907394734222967,0.9986859768218841,0.500483588795985,131198.7699013347,0.026896999999962645
1,16,40,0.00027120331856156366,0.9997283562185454,0.4995585599091796,130956.27912883197,0.02720879999992576
1,16,41,0.0004373186415944641,0.9988346380839374,0.4992057893758662,130863.80245014706,0.027718399999912435
1,16,42,0.0002020253160815999,0.9998105278743888,0.49997626072598,131065.7768917513,0.027962999999999738
1,16,43,0.0008939162692150893,0.9985230833159523,0.5011262856371487,131367.2490220647,0.027828600000020742
1,16,44,0.0002995220609574023,0.9995922390364563,0.4994674068089565,130932.3838905271,0.02774760000011156
1,16,45,0.00030852747423726345,0.9999747167061872,0.5008598731701176,131297.4105923073,0.028171400000019275
1,16,46,0.0007538141240557295,0.999338138773118,0.5005438819863502,131214.5753994298,0.027718199999981152
1,16,47,0.0008326771068395411,0.9993788791253696,0.5002935884810946,131148.96245878807,0.027603100000078484
4,1,0,0.0007566508986641685,0.9998425341863091,0.5001763714616793,131118.23472045045,0.002277299999832394
4,1,1,0.0011657494866106344,0.999756707247357,0.4990702582868236,130828.27378834109,0.0032181999999920663
4,1,2,2.9796595638953427e-05,0.9998525984804234,0.5004813402991097,131198.18047136982,0.0038677000000006956
4,1,3,0.0009114838368662337,0.9999118696870084,0.5005084693253353,131205.2921828207,0.004664399999910529
4,1,4,3.117621861836728e-05,0.9997688155104851,0.4996029782160507,130967.9231214684,0.005494400000088717
4,1,5,0.0003103574461580383,0.99991969726005,0.4998554334265525,131034.10274017017,0.006483199999820499
4,1,6,0.00017701536346825808,0.9991300960091084,0.49934838691173866,130901.18353859082,0.007067999999890162
4,1,7,6.599003650487045e-05,0.9995160928966768,0.5006235873343421,131235.46967817377,0.007926899999802117
4,1,8,0.000398023133271197,0.9998253959138579,0.49971969872352706,130998.52070218028,0.008088600000064616
4,1,9,8.755079492217543e-05,0.9995922729630969,0.5001059918658617,131099.78513168445,0.007980899999893154
4,1,10,0.0007550117964409964,0.9996659189668389,0.499367204166983,130906.11636914959,0.00798569999983556
4,1,11,5.9802087896132505e-06,0.9997980132879609,0.49981062286788014,131022.35592107757,0.008113300000104573
4,1,12,0.00025424645077154473,0.9997668007162192,0.49946555412787985,130931.89822129894,0.008078000000068641
4,1,13,0.0005102255312807724,0.9991496081641147,0.49938611499742613,130911.07372988528,0.007937000000083572
4,1,14,0.0002243813072368983,0.9989427184615743,0.5000695174470935,131090.22358165088,0.00811810000004698
4,1,15,0.00020361610441677058,0.9995399191741402,0.5004975958479323,131202.44176596036,0.007973200000151337
4,1,16,0.001242765421564207,0.9990861723717235,0.5004721041048316,131195.75925845696,0.008003400000006877
4,1,17,0.00021801420877520794,0.9994834348453531,0.4998688427381809,131037.61791075769,0.007949199999984558
4,1,18,8.565769149504465e-05,0.9995954518846987,0.5004789829250615,131197.56249990733,0.00809779999985949
4,1,19,0.0006437432225385731,0.9999208928337141,0.5000141617968925,131075.7124300846,0.007899800000132018
4,1,20,4.6488651818776816e-05,0.9995390610051176,0.4995160824139807,130945.14390833056,0.007860399999799483
4,1,21,0.00015759709386165,0.9991455392695751,0.49998893746952205,131069.10002401039,0.007947299999841562
4,1,22,0.00010615205273090123,0.9996325338690376,0.501902183059464,131570.64587594013,0.008142600000155653
4,1,23,0.0010775693984205192,0.9972973737851843,0.4994203230537333,130920.04116659786,0.008326200000055906
4,1,24,0.00017087969164675254,0.9995607110020525,0.4990012935737731,130810.19510260317,0.008333799999945768
4,1,25,0.0008166723342507565,0.9998348342305997,0.5000610267417328,131087.9977941848,0.008572100000037608
4,1,26,0.0008152038585096388,0.9999473441012497,0.4996151187855775,130971.10569892643,0.008749200000011115
4,1,27,0.0007255803793245752,0.9983212846267786,0.4998725891383136,131038.60000707408,0.008618899999873975
4,1,28,0.0006939640559268101,0.9995602618908875,0.5003961448023827,131175.8469830758,0.008564500000147746
4,1,29,0.00018995007180022672,0.9998065985046263,0.49980222178947203,131020.15362877936,0.008463299999903029
4,1,30,0.0002974952951080301,0.9994126422251938,0.49955428987896716,130955.15976603197,0.008275899999944158
4,1,31,0.0009765917235995403,0.9981859774492242,0.49998297121584573,131067.53600640666,0.00825570000006337
4,1,32,0.0013625514646848913,0.9988080185005226,0.5000509515189431,131085.3566349818,0.008155099999839877
4,1,33,0.0009439487829167037,0.9999070666533418,0.4999502580600344,131058.96044888966,0.008235700000113866
4,1,34,0.0002893317713431598,0.9999175457255288,0.4994313449883016,130922.93050061334,0.008155299999998533
4,1,35,0.0019582033332165016,0.9994259527562568,0.5001299007264689,131106.05269603946,0.007967900000039663
4,1,36,0.0008066349789149774,0.9998647874167906,0.5000369899049341,131081.69668163903,0.008388299999978699
4,1,37,0.0007862183904112641,0.9997804518265705,0.4992938141653562,130886.87762056313,0.00823379999997087
4,1,38,5.4156355266621325e-05,0.9973351563385293,0.5001130362095173,131101.6317641077,0.008275099999991653
4,1,39,0.0001907394734222967,0.9986859768218841,0.5004076229152967,131178.85590150754,0.008482400000048074
4,1,40,0.00027120331856156366,0.9997283562185454,0.49975059052905224,131006.61880364787,0.00849619999985407
4,1,41,0.0004373186415944641,0.9988346380839374,0.4992521000363627,130875.94251193227,0.00851409999995667
4,1,42,0.0002020253160815999,0.9998105278743888,0.4998538726905136,131033.693602582,0.008293600000115475
4,1,43,0.0008939162692150893,0.9985230833159523,0.5011440518333147,131371.90632379244,0.007999100000006365
4,1,44,0.0002995220609574023,0.9995922390364563,0.49947067061365347,130933.23947734557,0.00781419999998434
4,1,45,0.00030852747423726345,0.9999747167061872,0.500788508034563,131278.70265021248,0.007726000000047861
4,1,46,0.0007538141240557295,0.999338138773118,0.5005239346243748,131209.34631817212,0.007467800000085845
4,1,47,0.0008326771068395411,0.9993788791253696,0.5004163554698112,131181.1450882782,0.0074372999999923195
4,4,0,0.0007566508986641685,0.9998425341863091,0.5001483263965067,131110.88287488587,0.00410039999997025
4,4,1,0.0011657494866106344,0.999756707247357,0.4990974577299897,130835.40395917042,0.006490799999937735
4,4,2,2.9796595638953427e-05,0.9998525984804234,0.5004847142731865,131199.0649384302,0.008730900000045949
4,4,3,0.0009114838368662337,0.9999118696870084,0.5004782401823329,131197.36779435747,0.010882899999842266
4,4,4,3.117621861836728e-05,0.9997688155104851,0.4996363790721609,130976.67895549255,0.013499500000079934
4,4,5,0.0003103574461580383,0.99991969726005,0.4998223976297283,131025.4426042475,0.015585200000032273
4,4,6,0.00017701536346825808,0.9991300960091084,0.49933227462580765,130896.95979950772,0.01702279999994971
4,4,7,6.599003650487045e-05,0.9995160928966768,0.5006034453696881,131230.18958299153,0.016930499999944004
4,4,8,0.000398023133271197,0.9998253959138579,0.4997393178048301,131003.66372662938,0.01712309999993522
4,4,9,8.755079492217543e-05,0.9995922729630969,0.500165977837166,131115.51009414604,0.01711169999998674
4,4,10,0.0007550117964409964,0.9996659189668389,0.49936218810204774,130904.8014378232,0.017268800000010742
4,4,11,5.9802087896132505e-06,0.9997980132879609,0.4998013009099027,131019.91222572554,0.017217099999925267
4,4,12,0.00025424645077154473,0.9997668007162192,0.4994536298196734,130928.77233544846,0.01726120000012088
4,4,13,0.0005102255312807724,0.9991496081641147,0.4993877148516231,130911.49312206388,0.017302599999993618
4,4,14,0.0002243813072368983,0.9989427184615743,0.5000693827622518,131090.18827482773,0.01729909999994561
4,4,15,0.00020361610441677058,0.9995399191741402,0.5004609306683778,131192.83020913124,0.01721769999994649
4,4,16,0.001242765421564207,0.9990861723717235,0.5004812742802546,131198.16316492305,0.01730530000008912
4,4,17,0.00021801420877520794,0.9994834348453531,0.49980003049546934,131019.57919420431,0.01956930000005741
4,4,18,8.565769149504465e-05,0.9995954518846987,0.5005074055642411,131205.01332423242,0.01984279999987848
4,4,19,0.0006437432225385731,0.9999208928337141,0.4999644017079889,131062.66812133904,0.019852500000069995
4,4,20,4.6488651818776816e-05,0.9995390610051176,0.4995018930228528,130941.42424458273,0.020122599999922386
4,4,21,0.00015759709386165,0.9991455392695751,0.499990528029707,131069.51697981951,0.02015069999993102
4,4,22,0.00010615205273090123,0.9996325338690376,0.5019077035839107,131572.09304830068,0.02033209999990504
4,4,23,0.0010775693984205192,0.9972973737851843,0.4993905135796337,130912.2267918195,0.01828720000003159
4,4,24,0.00017087969164675254,0.9995607110020525,0.49903606841825254,130819.3111194344,0.017911099999992075
4,4,25,0.0008166723342507565,0.9998348342305997,0.5000438489958439,131083.4947511665,0.018256699999938064
4,4,26,0.0008152038585096388,0.9999473441012497,0.4996567785975381,130982.02656867303,0.018211999999948603
4,4,27,0.0007255803793245752,0.9983212846267786,0.4999232715334281,131051.88609285897,0.01848440000003393
4,4,28,0.0006939640559268101,0.9995602618908875,0.5004149994979022,131180.7896283781,0.01832260000014685
4,4,29,0.00018995007180022672,0.9998065985046263,0.4997419189099767,131004.34559073694,0.018444499999986874
4,4,30,0.0002974952951080301,0.9994126422251938,0.49957729415369617,130961.19019862653,0.01867830000014692
4,4,31,0.0009765917235995403,0.9981859774492242,0.49997278828002456,131064.86661087876,0.018461499999830266
4,4,32,0.0013625514646848913,0.9988080185005226,0.5000569291945438,131086.9236467745,0.018321300000025076
4,4,33,0.0009439487829167037,0.9999070666533418,0.4999444993065323,131057.4508262116,0.018170600000075865
4,4,34,0.0002893317713431598,0.9999175457255288,0.499468349813074,130932.63109339846,0.017976000000089698
4,4,35,0.0019582033332165016,0.9994259527562568,0.5001177021904815,131102.85492302157,0.0180675000001429
4,4,36,0.0008066349789149774,0.9998647874167906,0.5000285005414551,131079.4712459392,0.018451799999866125
4,4,37,0.0007862183904112641,0.9997804518265705,0.49926824957497035,130880.17601658103,0.018540799999982482
4,4,38,5.4156355266621325e-05,0.9973351563385293,0.5001195437623049,131103.33768002567,0.018496299999924304
4,4,39,0.0001907394734222967,0.9986859768218841,0.5004248884822893,131183.38196630124,0.018511499999931402
4,4,40,0.00027120331856156366,0.9997283562185454,0.49969205092239605,130991.27299700059,0.018385200000011537
4,4,41,0.0004373186415944641,0.9988346380839374,0.4992476864972062,130874.78552912362,0.018020900000010442
4,4,42,0.0002020253160815999,0.9998105278743888,0.4998842912626021,131041.66764874356,0.017694500000061453
4,4,43,0.0008939162692150893,0.9985230833159523,0.5011511356681176,131373.76330858303,0.017322599999943122
4,4,44,0.0002995220609574023,0.9995922390364563,0.49945688577001096,130929.62586329375,0.016682200000104785
4,4,45,0.00030852747423726345,0.9999747167061872,0.5008100552092389,131284.35111277073,0.01683479999996962
4,4,46,0.0007538141240557295,0.999338138773118,0.500537641095626,131212.9393873718,0.01674209999987397
4,4,47,0.0008326771068395411,0.9993788791253696,0.5003628273290515,131167.11300734687,0.01620449999995799
4,16,0,0.0007566508986641685,0.9998425341863091,0.5000989339493347,131097.9349412144,0.010762399999975969
4,16,1,0.0011657494866106344,0.999756707247357,0.4991746397702313,130855.63676792751,0.02031540000007226
4,16,2,2.9796595638953427e-05,0.9998525984804234,0.5005323892785349,131211.56265503226,0.029302600000164603
4,16,3,0.0009114838368662337,0.9999118696870084,0.5004384018667923,131186.9244189684,0.03773930000011205
4,16,4,3.117621861836728e-05,0.9997688155104851,0.4996980441198193,130992.8440777459,0.04624869999997827
4,16,5,0.0003103574461580383,0.99991969726005,0.49976171882869325,131009.53602062896,0.055511799999976574
4,16,6,0.00017701536346825808,0.9991300960091084,0.4993137122127381,130892.09377429602,0.05726320000007945
4,16,7,6.599003650487045e-05,0.9995160928966768,0.5005779565300951,131223.50783662524,0.057097500000054424
4,16,8,0.000398023133271197,0.9998253959138579,0.499777429163415,131013.65439061426,0.0575891999999385
4,16,9,8.755079492217543e-05,0.9995922729630969,0.500279356842204,131145.23172004274,0.05826860000001943
4,16,10,0.0007550117964409964,0.9996659189668389,0.4993586446726473,130903.87254906645,0.05883399999993344
4,16,11,5.9802087896132505e-06,0.9997980132879609,0.4997866473568832,131016.0708847228,0.05909650000012334
4,16,12,0.00025424645077154473,0.9997668007162192,0.4994095783234681,130917.22450002722,0.058314499999823965
4,16,13,0.0005102255312807724,0.9991496081641147,0.49940758646068045,130916.70234514862,0.05711969999993016
4,16,14,0.0002243813072368983,0.9989427184615743,0.500054151606245,131086.1955186675,0.05606630000011137
4,16,15,0.00020361610441677058,0.9995399191741402,0.5003857944164437,131173.13369150422,0.055411499999991065
4,16,16,0.001242765421564207,0.9990861723717235,0.5004999582093741,131203.06104483816,0.05463929999996253
4,16,17,0.00021801420877520794,0.9994834348453531,0.49968265487779095,130988.80988028363,0.05353839999997945
4,16,18,8.565769149504465e-05,0.9995954518846987,0.5005877317933144,131226.0703632266,0.0532005999998546
4,16,19,0.0006437432225385731,0.9999208928337141,0.499879289309372,131040.35641671601,0.05265570000005937
4,16,20,4.6488651818776816e-05,0.9995390610051176,0.49946907095483944,130932.82013638543,0.05236209999998209
4,16,21,0.00015759709386165,0.9991455392695751,0.5000179243485202,131076.69876041848,0.05181859999993321
4,16,22,0.00010615205273090123,0.9996325338690376,0.5019452038725537,131581.92352396672,0.05257749999987027
4,16,23,0.0010775693984205192,0.9972973737851843,0.49936238851477105,130904.85397481614,0.0531793000000107
4,16,24,0.00017087969164675254,0.9995607110020525,0.49911480378566586,130839.95112358959,0.05373800000006668
4,16,25,0.0008166723342507565,0.9998348342305997,0.4999787505502333,131066.42958424035,0.054277100000035716
4,16,26,0.0008152038585096388,0.9999473441012497,0.4997243370710058,130999.73661714174,0.05480689999990318
4,16,27,0.0007255803793245752,0.9983212846267786,0.5000430811595192,131083.293467481,0.05528260000005503
4,16,28,0.0006939640559268101,0.9995602618908875,0.5004451773144668,131188.7005619236,0.054435600000033446
4,16,29,0.00018995007180022672,0.9998065985046263,0.49962811734846163,130974.51319419513,0.054187899999988076
4,16,30,0.0002974952951080301,0.9994126422251938,0.4996259310962563,130973.94008129701,0.05354750000014974
4,16,31,0.0009765917235995403,0.9981859774492242,0.4999546373081408,131060.10844250527,0.052577100000007704
